,input,output,label,label2,embedding_vector
71,휴관일 알려줘,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.14747907 -0.93902427  0.34370384 ...  0.7194276  -1.245159
 -0.38715583]"
72,도서관 운영시간 정보,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.5936736  -1.0469625   0.32856864 ...  0.11931605 -1.4567672
 -0.5964817 ]"
73,도서관 운영일 언제임,"광진정보 / 자양한강 스마트 도서관의 운영 시간은 365일 24시간 (연중무휴) 입니다.\n군자역 스마트 도서관의 운영 시간은 오전 05:00 ~ 09:29, 오전 11:30 ~ 오후 23:49 (연중무휴) 입니다.\n합정역 스마트 도서관의 운영 시간은 오전 05:30 - 오후 24:00 (연중무휴) 입니다.",문의,문의_운영시간,"[-0.0968182  -0.6353683   0.35231748 ... -0.21835126 -1.0505092
 -0.58334464]"
74,책 연체 규정이 어떻게 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.58253574 -0.6432209   0.51972014 ... -0.01438394 -0.7716638
 -0.04446516]"
75,책 연체하면 어떻게 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.46836373 -0.46862134  0.5332622  ...  0.00746349 -0.8935033
 -0.39613846]"
76,연체한 도서에 대한 규제가 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.3509186  -0.9393595   0.7437576  ...  0.62113917 -1.2332332
 -0.8478687 ]"
77,도서 연체했을 때 규제가 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.6734592  -0.92271024  0.489374   ... -0.07978681 -1.0132432
 -0.36847997]"
78,연체반납하면 규제되는게 있어요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.12105759 -0.52006847  0.3743199  ...  0.20531985 -0.80805343
 -0.38417703]"
79,연체반납하면 못 빌려요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.30474    -0.95933294  0.49980214 ...  0.24909836 -1.1080295
 -0.9293767 ]"
80,도서관에 책 연체에 대한 정책이나 규정이 있어요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.60223764 -0.61979824  0.51904184 ...  0.32646048 -1.0656723
 -0.5263643 ]"
81,연체한 책이 있으면 어떻게 됨?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.2832156  -0.5411705   0.4668603  ...  0.09646163 -0.9532253
 -0.5381008 ]"
82,책 연체할거 같은데 어떻게 해야하나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.42594442 -0.8531357   0.82377577 ...  0.42424524 -1.0800062
 -0.48099682]"
83,빌린 책 연체할거 같은데 어째야 하나요,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.8677711  -0.740973    0.5338757  ... -0.18340328 -0.81931883
 -0.5389468 ]"
84,대출 기간 지나고 나서 책 반납하면 어떻게 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.44743413 -0.82847977  0.78242177 ... -0.1279942  -1.0239167
 -0.57026845]"
85,대출 기간 경과 후 반납하면 어떻게 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.04945166 -0.7834274   0.7061171  ...  0.14696334 -1.2382829
 -0.5339455 ]"
86,연체되면 어떻게 처리하나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.06786472 -0.4829872   0.59416056 ... -0.2646521  -0.8160844
 -0.16004503]"
87,연체 이력이 있으면 어떻게 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[ 0.07488693 -0.6775058   0.16607343 ... -0.19480048 -0.78751355
 -0.56806713]"
88,도서 반납 연체 규정 알려줘,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.80747485 -0.93854165  0.17458224 ...  0.32025144 -0.70012844
 -0.14605525]"
89,대출 기간이 지난 책을 반납하지 않으면 어떤 제재를 받아?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.14182821 -0.8861933   0.5551603  ... -0.05078274 -1.0932918
 -0.46277127]"
90,연체한 책 반납하면 내가 제재받는 게 있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.30373326 -0.7689978   0.5939064  ...  0.29234403 -1.195003
 -0.6516834 ]"
91,연체에 따른 패널티가 주어지나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 연체반납 시에 [대출권수x연체일수] 만큼 방문대출도 정지됩니다.,문의,문의_연체,"[-0.12873338 -0.9377215   0.333047   ... -0.1014101  -1.5917038
 -0.63514835]"
92,여기서 빌릴 수 있는 책은 몇 권까지야?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.34610844 -1.1561551   0.26851234 ...  0.05064558 -1.3462129
 -0.7931021 ]"
93,대출 가능한 책의 권수는 몇 권 인가요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.37894312 -1.139135    0.8547315  ...  0.5439257  -1.453944
 -1.1095341 ]"
94,대출 가능 권수 알려줘,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.22618592 -1.1817153   0.7030976  ...  0.0601995  -1.1602336
 -0.9217877 ]"
95,1인 대출 가능 권수 어떻게 됩니까,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[ 0.10093182 -0.52745944  0.44290987 ... -0.7456532  -0.7350081
 -0.3468423 ]"
96,대여 권수 알려줄래?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.37880087 -0.88275665  0.7445955  ... -0.0133385  -0.66639125
 -0.87704843]"
97,대여 권수 규정이 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.4160292  -0.816644    0.7764505  ...  0.2273146  -0.7472917
 -0.79055375]"
98,1인당 대출할 수 있는 대여 권수 규정이 있어요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.12345995 -0.17310254  0.19820802 ... -0.18337204 -0.799102
 -0.53648466]"
99,몇권까지 대출할 수 있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[ 0.2505058  -0.9303475   0.61179733 ...  0.00169594 -0.8804519
 -1.2638453 ]"
100,몇 권까지 대여가 가능한가요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.01967333 -1.0689131   0.925881   ...  0.19881234 -1.3682871
 -1.0109184 ]"
101,빌릴 수 있는 최대 대출 권수가 정해져있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.26448467 -0.88415045  0.35063785 ... -0.05626872 -0.76367146
 -0.8363429 ]"
102,대출 권수 제한 있음?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.43168718 -1.030105    0.84106725 ...  0.55091006 -0.83093715
 -1.2939383 ]"
103,대출 권수 제한 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.49110967 -0.8409919   0.86833256 ...  0.48243955 -1.015398
 -1.1642448 ]"
104,대여할 수 있는 책 개수가 정해져 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.6442212  -0.9282121   0.7773987  ...  0.63514054 -1.1278927
 -0.86845595]"
105,회원별 대여 권수가 제한되어 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.20235604 -0.882817    0.6624321  ...  0.34565797 -1.1257877
 -0.7127702 ]"
106,인당 대출할 수 있는 책 개수 몇 개인가요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.04457543 -1.2931881   0.5360324  ...  0.29518995 -1.5026735
 -1.1069627 ]"
107,대출 가능한 책의 수에는 제한이 있나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.35832635 -0.8075984   0.80840445 ...  0.66190267 -1.2193124
 -1.0476776 ]"
108,책 빌릴 수 있는 개수가 제한이 있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 한번에 최대 2권까지 대출 가능합니다,문의,문의_대출가능권수,"[-0.44967565 -0.86382365  0.34931213 ... -0.0840585  -0.84861237
 -0.6399088 ]"
109,도서관 이용 방법이 어떻게 되나요?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.19720979 -0.6749408   0.4291336  ... -0.21903506 -0.74484426
 -0.43384838]"
110,스마트 도서관 어떻게 이용해야 할 지 모르겠어,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.0706948  -0.74278486  0.25372127 ...  0.64346874 -1.3175371
 -0.65685123]"
111,이걸로 책 대여할려면 어떻게 해야해?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.46451813 -0.70011145  0.7748146  ...  0.60117376 -1.0615802
 -0.75286865]"
112,대출방법 매뉴얼이 따로 있어?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[ 0.07007321 -0.6396059   0.4932705  ... -0.2513873  -0.7360205
 -0.6402394 ]"
113,대출방법 매뉴얼 좀 알려줘,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.31495586 -0.46353802  0.41032925 ... -0.24914417 -0.5059737
 -0.23772188]"
114,도서관 이용방법 매뉴얼 알려줘,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.38419616 -0.57247216  0.09678355 ...  0.07881959 -1.1374806
 -0.1451443 ]"
115,책 빌리는 거 어떻게 할지 모르겠어,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.3825575  -0.61866134  0.53168166 ...  0.11814664 -0.87101763
 -0.77777255]"
116,도서 대출 매뉴얼 알 수 있을까요?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.2206853  -0.6179707   0.41813654 ... -0.16116993 -0.973589
 -0.9983808 ]"
117,책 빌릴 때 어떻게 해야해요?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.46722326 -0.7066501   0.48951426 ...  0.06435815 -0.9404139
 -0.80355614]"
118,책 빌려보려면 이거 어떻게 써야해요?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.525609   -0.6123848   0.33687997 ... -0.06970195 -0.7428868
 -0.5061515 ]"
119,대출하고싶은데 이거 어떻게 써야함?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.33226657 -0.80402195  0.74813    ... -0.13496229 -0.8556989
 -0.71659917]"
120,책 대여할려면 어떻게 해야함?,"(책GPT 이용 방법 이미지, 광진정보 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 자양한강 스마트 도서관 이용 방법,02-456-0048(내선 2번)\n(책GPT 이용 방법 이미지, 군자역 스마트 도서관 이용 방법,02-3437-5092(내선 2번))\n(책GPT 이용 방법 이미지, 합정역 스마트 도서관 이용 방법,02-3153-5800)",문의,문의_대출방법,"[-0.26654673 -0.6599981   0.6750515  ...  0.71074605 -0.9028378
 -0.81528926]"
121,대출 가능한 기간은 얼마나 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-1.2186419e-01 -7.2367072e-01  9.8874098e-01 ... -4.8684046e-04
 -1.0846914e+00 -8.1392872e-01]"
122,대출 기간은 얼마나 되요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.20841488 -0.65291846  0.9329827  ... -0.20972553 -0.957718
 -0.6258979 ]"
123,책 빌리면 언제까지 반납해야 해요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.42590472 -0.5092228   0.3865843  ... -0.0133056  -0.9082966
 -0.6466456 ]"
124,대출 기간 규정 알려줘,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.4080012  -0.92339045  0.6824704  ...  0.05542928 -1.2126763
 -0.4680477 ]"
125,대출하면 언제 반납해야 해요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.18103854 -0.58647096  0.79343855 ...  0.43418565 -0.9731838
 -0.88483685]"
126,1인당 대출기간 제한이 있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[ 0.13377209 -0.35799974  0.40298474 ... -0.05956857 -1.1266689
 -0.44573244]"
127,책 빌리면 언제 갖다줘야 해?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.35912347 -0.793127    0.5128341  ...  0.10395717 -1.115917
 -0.8218411 ]"
128,책 빌리면 며칠동안 볼 수 있어?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.43250206 -0.39407802  0.02817198 ... -0.5853047  -0.55033344
 -0.5404022 ]"
129,대출 기간은 정해져있어요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.11231789 -0.8611145   0.89089257 ...  0.35630798 -1.4074686
 -1.1078899 ]"
130,책 반납할 수 있는 기간이 정해져있어요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.5329233  -0.94130385  0.52988124 ...  0.3864131  -1.0910771
 -0.76059115]"
131,도서 이용기간이 정해져있어요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.35388708 -0.7688381   0.53399676 ...  0.1942356  -1.4131696
 -0.68433714]"
132,대출기간이 어떻게 되나요?,광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 대출 기간은 대출일 포함 15일입니다.,문의,문의_대출기간,"[-0.09286736 -0.7100847   0.8381142  ... -0.39812914 -1.1620132
 -0.630343  ]"
133,대출한 책을 분실했을 때 어떻게 해야하나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.23821943 -0.73650867  0.66120917 ...  0.2471084  -1.1201128
 -0.85671717]"
134,책 잃어버렸는데 어째야 함?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.62867    -0.7490709   0.42746523 ...  0.19139735 -0.9101538
 -0.56478065]"
135,책 분실했으면 어떻게 되나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.55618465 -0.60353607  0.37665313 ... -0.33195835 -0.83604205
 -0.41843766]"
136,분실 시 보상 규정이 있나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.76223487 -0.53745633  0.19307497 ...  0.37725863 -1.0179551
 -0.9028957 ]"
137,책 분실했어요. 어떻게 해야하나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.5348388  -0.72002035  0.4609862  ...  0.01523465 -1.0649723
 -0.5765835 ]"
138,"책을 분실했는데, 보상 규정이 있어요?","광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.57605165 -0.6200184   0.30444342 ... -0.13022684 -0.8821798
 -0.27322027]"
139,"책을 분실했는데, 물어줘야 하죠?","광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.74306554 -1.056188    0.5745465  ...  0.12991336 -0.9526342
 -0.79857224]"
140,책 분실시 제재가 있나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.96432936 -0.68373567  0.02359754 ...  0.13860339 -1.0882546
 -1.1542248 ]"
141,책 잃어버리면 변상해줘야 해요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.4412851  -0.49030852  0.4347497  ...  0.45504844 -0.85631746
 -0.7582299 ]"
142,책 분실하면 어떻게 보상해줘야 해요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.49834305 -0.7218634   0.46171147 ...  0.7015411  -1.0027552
 -1.0134609 ]"
143,책 훼손했는데 제가 어떻게 하면 되나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.5113057  -0.67942303  0.6921586  ...  0.422806   -0.7854566
 -0.3373892 ]"
144,책 훼손하면 물어줘야 됨?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.5089501  -0.64733446  0.40717793 ...  0.51169586 -0.7367011
 -0.7133835 ]"
145,자료 분실하면 보상 어떻게 해줘야 해요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.18581706 -0.87435603  0.50236654 ...  0.56989014 -0.8649302
 -1.1066622 ]"
146,자료 훼손됐는데 제가 물어줘야 하나요?,"광진정보 / 자양한강 / 군자역 / 합정역 스마트 도서관 모두 자료 분실 혹은 훼손시 동일 도서로 변상하여야 합니다.\n동일 도서로 변상할 수 없는 경우에는 대체자료를 구입하여 변상하여야 하며,\n사전에 해당 자료실로 문의 바랍니다.",문의,문의_분실,"[-0.28985888 -0.8210408   0.52285284 ...  0.31552356 -0.5109534
 -0.34196886]"
